Frequency (Monobit) Test,Block Frequency Test,Run Test,Longest Run of Ones in a Block Test,Binary Matrix Rank Test,Discrete Fourier Transform (Spectral) Test,Non-Overlapping Template Matching Test,Overlapping Template Matching Test,Universal Statistical Test,Linear Complexity Test,Serial Test,Approximate Entropy Test,Cumulative Sums (Forward) Test,Cumulative Sums (Backward) Test,Random Excursions Test,Random Excursions Variant Test,Class Identifier,Image Name
0.9904256150561558,0.407565961526807,0.9569350495090054,0.7926327052295273,0.1710234305256621,0.9926782118796597,0.4393480236181146,0.4106405841555612,0.5216023947269488,0.9888773527738804,0.9493357292174942,0.0418559496214107,0.9839791660714006,0.9869443774803996,0.1103829204291214,0.9458791756786992,1,random_data_class_1_502_20240921_192920
0.9952127213588718,0.4146486487020722,0.9569351355596436,0.7926327052295273,0.1560170943192038,0.6397787993134862,0.4225399536179046,0.4106405841555612,0.5425866372375812,0.986008838541144,0.947396231895632,0.0536402305995273,0.98827813980098,0.9869443774803996,0.0942957867034621,0.7263524584244905,1,random_data_class_1_391_20240921_044222
0.9314664172272692,0.9492444243554948,0.4225486765693681,0.2057304424804739,0.5024388877682122,0.4572958480055562,0.9936769017858412,0.3821567360507501,0.5459144066024324,0.825975801461391,0.9519964187908015,0.985816962019322,0.997887578405239,0.9855121743270012,0.1832117054454358,0.4545134574120991,1,random_data_class_1_222_20240905_155823
0.9219322933687568,0.9530062502109706,0.3953197421948569,0.1452437423436894,0.2862455541886053,0.5693893799496703,0.9936769017858412,0.4112727133358616,0.5632720302417689,0.7863369924636355,0.9589295924362627,0.9820363745682728,0.9985333560417567,0.9855121743270012,0.8086071096201819,0.8204747918627178,1,random_data_class_1_864_20240925_084640
0.9649044038689004,0.3973380899320238,0.9744735947631512,0.8027940005132966,0.2219013887506306,0.270811569981268,0.4556636275677401,0.4844224538195023,0.5270856960756214,0.9812969202603508,0.8632260537014493,0.0226708521949574,0.9740248765862438,0.9869443774803996,0.5347984474343843,0.955710499837619,1,random_data_class_1_1021_20240926_111245
0.8728810742171343,0.6063533148777844,0.95054244413064,0.1517397766497962,0.7607197961198819,0.5447421864666965,0.9947609810879988,0.9661249484823689,0.3791736869434585,0.9980623733340064,0.7462922803679235,0.8937124914112635,0.9996334245692988,0.978755459945579,0.5965518245491961,0.763417622530101,1,random_data_class_1_40_20240904_150156
0.8602939424466919,0.5962891169159593,0.95691048366687,0.1517397766497962,0.9101299010786212,0.6397787993134862,0.9926143305411272,0.9609831966694716,0.3817867341253247,0.9996607140524082,0.725641274133231,0.8881175348036803,0.9998205743555688,0.978755459945579,0.646965932976126,0.7059411281206595,1,random_data_class_1_82_20240919_150909
0.9251091567373924,0.9773108349121336,0.4283555200369336,0.2057304424804739,0.5215700691780872,0.5447421864666965,0.9936769017858412,0.2967865239676713,0.7844691336563338,0.9155672412291438,0.9734947519706624,0.991313717442628,0.9983886674526724,0.9857578144369556,0.9192976345176752,0.4773113059094438,1,random_data_class_1_149_20240905_063458
0.9489702268093902,0.0132043206573375,0.9569319006936622,0.7670286419611697,0.8006671592251157,0.963403386955052,0.4401823150158326,0.8834599996762444,0.3309406356033819,0.9467055520541374,0.7427418486698,0.9565154903804792,0.9814860915594648,0.9945022153525668,0.4731392892672124,0.1581470983403824,1,random_data_class_1_430_20240921_094118
0.9314664172272692,0.9555956047046652,0.427191122284694,0.2057304424804739,0.2799681012965202,0.600927021417659,0.9961191275140464,0.4337340187765544,0.5876287840452361,0.7874969296828342,0.956675018622114,0.9892766202092376,0.997887578405239,0.9855121743270012,0.2992426784327597,0.4224904106365788,1,random_data_class_1_8_20240904_122115
0.9776621511479012,0.9898703463952132,0.5754789026388869,0.9616722395324222,0.3526836140431246,0.6397787993134862,0.4930614854675236,0.991183251404424,0.7724294464153391,0.9552736349930906,0.3323331083891073,0.8480910814495405,0.9623200618471224,0.9485864863480992,0.0118634040578567,0.3204299753807481,1,random_data_class_1_335_20240921_161933
0.9904256150561558,0.4098911532963202,0.9601222735656316,0.7926327052295273,0.176826271969412,0.6202204157777258,0.4225399536179046,0.4106405841555612,0.5789683204022331,0.997448520127368,0.9513744981784962,0.0473464351267334,0.98827813980098,0.9869443774803996,0.368058666583089,0.6964941435770226,1,random_data_class_1_372_20240921_020215
0.9617162426084772,0.957542311198355,0.4412985249254653,0.1625755631985381,0.2965835554956009,0.6863806150605026,0.9975683633355432,0.4835873227024664,0.5523911200993035,0.6949566389182118,0.9555230647109886,0.9850066669400884,0.9943753913590788,0.9855121743270012,0.5585802572645359,0.2450652747038961,1,random_data_class_1_510_20240922_165640
0.9808526087079388,0.3964729536916495,0.1888463978118304,0.8074200210680659,0.8906877350564767,0.9853570403006636,0.9678357425683974,0.6768090466189451,0.795497708754275,0.9931356461074862,0.0586717649050218,0.9607478686286884,0.950692068036024,0.9623200618471224,0.3436376661656931,0.2774092255374957,1,random_data_class_1_1166_20240927_110312
0.9824479555386768,0.9675314634479646,0.9952123351874108,0.2133550234919062,0.8058667427621243,0.9780371016486112,0.0734337025067,0.5984830654259918,0.3968424087099513,0.532058466157215,0.3899704128764586,0.8216266468230367,0.972190936610892,0.9796923855167834,0.5789674767601083,0.1556653956361301,1,random_data_class_1_26_20240919_105018
0.9585286934154394,0.989011205332227,0.5700331308235971,0.9616722395324222,0.445738528835265,0.3783414092173693,0.4930614854675236,0.9788050170620264,0.6920911022795797,0.930998465391044,0.327339216205137,0.8708456043124153,0.972190936610892,0.9485864863480992,0.2544482795436175,0.740471009664563,1,random_data_class_1_22_20240918_195539
0.9569351642432204,0.0103304582940287,0.9984019053108856,0.6830835676276295,0.9193907825983436,0.9123145619988896,0.4355006846151593,0.8516786781068963,0.3549830365932286,0.9540516089934372,0.7633372598478091,0.9615630384646844,0.9842417606220296,0.9945022153525668,0.244601134897794,0.5359106736242563,1,random_data_class_1_1050_20240926_151517
0.9664986981184708,0.3872786168828729,0.9776635580252327,0.8027940005132966,0.2490311041947038,0.4855375919873811,0.4053086410843773,0.5153498187090209,0.563334176745871,0.9657657155372964,0.8797485323840742,0.0458030528849108,0.9747370704128666,0.9869443774803996,0.3045664090980957,0.9937850548179352,1,random_data_class_1_705_20240924_020504
0.8997319245754676,0.9458098591037096,0.4508396816163899,0.1452437423436894,0.5398648944099855,0.8400059676539011,0.9919199013239296,0.5694748624428354,0.6325830586075514,0.7450537923354197,0.9769980967181636,0.9849327831841383,0.9989793799596532,0.9855121743270012,0.8655766447475783,0.4326630585018636,1,random_data_class_1_1092_20240926_231117
0.9904256150561558,0.4036982355082494,0.9680930114862104,0.7926327052295273,0.1379394757488035,0.3783414092173693,0.4225399536179046,0.4337145855095307,0.5276830897112041,0.9800879193222864,0.9515565514094828,0.0481451671577284,0.9839791660714006,0.9869443774803996,0.0222429364095148,0.991132487048105,1,random_data_class_1_69_20240919_135040
0.9187566750848488,0.9537510031327469,0.4042751162198783,0.2358735402750015,0.2313603046941815,0.5206368328774924,0.9936769017858412,0.4232944248100402,0.5180670429045029,0.8571306508277315,0.9674712200641494,0.9832221870655938,0.9987103084842616,0.9855121743270012,0.4238201393181551,0.9606504361125728,1,random_data_class_1_1040_20240926_133925
0.9314664172272692,0.9550678030532695,0.4295234456076598,0.2057304424804739,0.3815654451568656,0.6729338173015348,0.9961191275140464,0.4263730277964854,0.5777997967129018,0.8416672072429497,0.9610011864898554,0.9892796126726228,0.997887578405239,0.9855121743270012,0.2700617139762172,0.4436086698454715,1,random_data_class_1_63_20240904_202553
0.9457856342859544,0.0130395014104449,0.963306564225028,0.7131785822770847,0.9559810734988574,0.963403386955052,0.4525870740687162,0.875528702489827,0.3490717320409785,0.9095670341703987,0.7010887932106199,0.9588417852336482,0.9826231231519302,0.9826231231519302,0.95076216709946,0.8369781578622703,1,random_data_class_1_1_20240813_110553
0.9952127213588718,0.3925385452643772,0.1970506705827075,0.7688251324520651,0.9602301404994148,0.9268837248802232,0.9397470654045266,0.7072792245749877,0.7600691472800398,0.9814770415710816,0.0681013247510055,0.969111438747315,0.9595764420006256,0.9623200618471224,0.0777985839627815,0.9448115391131658,1,random_data_class_1_512_20240922_171159
0.9330564317698264,0.9544132012366868,0.4202387773545567,0.2057304424804739,0.2911103864522977,0.6463551955394902,0.9969407022823524,0.4337340187765544,0.6000110016578961,0.8424995986528786,0.9524586813157088,0.9898356239229515,0.9977615880673004,0.9855121743270012,0.2644073244753271,0.3202268597907024,1,random_data_class_1_44_20240904_153514
0.9139956922105668,0.9578179992769276,0.443669356649603,0.2057304424804739,0.1732774531933751,0.7067371399446579,0.9950519835616908,0.4337340187765544,0.5578713496080847,0.814605242674336,0.9655454985212236,0.9884994521206734,0.9989439233788748,0.9855121743270012,0.2411247719210026,0.2543991005071256,1,random_data_class_1_138_20240920_125830
0.9489702268093902,0.989275339238132,0.5864386526858791,0.9616722395324222,0.551315112357939,0.2954983632931178,0.4767347358915442,0.9788050170620264,0.6975955879106092,0.8913391949736147,0.3404422412373235,0.8675926032404749,0.9733004749251196,0.9485864863480992,0.649420889520254,0.1828724380478283,1,random_data_class_1_70_20240904_211440
